id,review,sentiment,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic
17065,The pool hours are very short.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17066,The pool hours do not allow to enjoy it.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17067,The pool in the room was malfunctioning if it was constantly falling apart.,negative,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17068,The pool in the spa is tiny.,negative,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17069,The pool is a bit catfish - It's really shallow.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17070,The pool is a bit too small.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17071,"The pool is a gym pool, So the ONLY thing for me was wanting a dip in the pool but it was too much trouble.",negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17074,The pool is a pool with a swim club.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17075,The pool is bad.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17076,"The pool is better described as a large plunge pool, but totally did the job after a super hot day at work!",positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17078,"The pool is dirty, the shower in the room is dirty, the room service for breakfast is at extra 5 e ridiculous! The sommeliers are worn! In short, very disappointing.",negative,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
17080,The pool is limited only in the morning and an hour of 20-21 in the afternoon.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17081,The pool is nice and the beds were very comfortable!,positive,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
17082,The pool is nice.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17083,"The pool is not clean, we couldn't bathe.",negative,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17084,The pool is not very usable.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17086,"The pool is quite small and seems to be constantly full, especially in the mornings/afternoons.",negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17087,The pool is small and access was limited.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17088,The pool is small but great for a quick swim.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17089,The pool is small like a jacuzz.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17091,The pool is the best.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17092,The pool is the only negative point because it is very small and the terrace does not allow to land to sunbathe.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17094,"The pool is usable by the ""hotel"" guests at certain times during which, however, there are external people and various courses, so not exactly a relaxing time.",negative,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17095,The pool is used for lap training so there is no opportunity for kids to play.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17097,The pool is very small with no space really to lay around it and it closes at 8pm.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17099,The pool looks a bit bigger in the photos.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17101,The pool of a four-star hotel cannot be paid for.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17103,The pool on the roof with view on the city is amazing.,positive,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17104,The pool overlooking the ocean is amazing.,positive,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17107,"The pool upstairs was fine for a quick cool off, but only 80cm deep, and not very long - for swimming.",neutral,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17108,The pool very small compared to the photos they show.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17110,The pool was a bathtub with very low water.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17111,The pool was a big plus.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17112,The pool was a bit disappointing.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17115,The pool was brilliant after a day exploring.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17117,The pool was closed.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17118,The pool was expensive to use (€5 per person and hour with a maximum time of 2 hours per day).,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17119,"The pool was fab, location great, staff lovely, beds incredibly comfortable and food really good too.",positive,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
17121,The pool was like a bath tub and there were only a few sun loungers which all had towels on.,negative,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17122,"The pool was lovely but freezing cold, they could maybe consider heating it in the cooler months but I understand this may not be worth it.",neutral,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17123,The pool was nice.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17124,"The pool was not part of the hotel, weird times and rules.",negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17125,The pool was out of order.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17126,The pool was perfect too with a lovely view!,positive,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17127,The pool was quite good.,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17128,The pool was quite shallow and not suitable for swimming.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17129,The pool was ridiculously small.,negative,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17130,The pool was too cold.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17131,The pool was very clean.,positive,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17133,The pool was very small and the sun was blocked early from the roof.,negative,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17135,The pool wasn’t working for the first 2 days we got there it was out of order bit of a let down as it was hard to find a hotel which had a pool.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17137,The pool wasn't warm.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17138,The pool water was murky and not very clean.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17139,The pool which I didn’t use only because it’s small and wasn’t my priority.,neutral,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17141,The pool working hours are ridiculous.,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17142,The position is great and from there is very easy to reach all the main sightseeings 2 metro stations and many bus stations.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17143,The position is quite good for visiting the center of the city by walk.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17145,"The position of the toilet that was attached to the sink, almost under the sink.",negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17146,The positioning of the location in the city is good.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17147,The possibility for a hot tea or coffee every time we came in (out of the cold - it was winter after all) was just perfect.,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17148,The possibility of dropping our luggage before the time.,neutral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17151,The power switches were very confusing.,negative,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17152,The power wasn’t working when we got there and we didn’t want to spend 30 minutes walking to the office and back.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17153,"The premises are new, and everything was very clean.",positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17154,The presence of air conditioning is very useful in the hot summer.,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17155,The pressure in the shower is so-so.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17156,The price difference between the two rooms was not returned.,negative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17157,The price for breakfast is very high in our opinion (about 25 euro pp).,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17158,The price for the breakfast was to high.,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17159,The price is a little bit expensive considering that breakfast and parking are not included in the room fee.,negative,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
17161,The price is really cheap.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17163,The price is too high for the room as in historical hostel quality rather than in 4 star hotel (delux room!).,negative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17164,The price is very high!,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17165,The price of breakfast is excessive.,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17166,The price of breakfast too high.,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17167,The price of my stay was of good value compared to other properties nearby.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17169,The price of the parking is HUGE!!,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17171,"The price seemed good, including parking, but it is a common private parking near the structure, as there are many others, an 'agreement' price of 20€ per night.",negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17172,The price to quality ration is great.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17173,The price too high for such terrible rooms.,negative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17177,The price was too high for the value we got.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17178,The price was very expressive.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17181,The primary location for traveling in the city!,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17182,The private room was very nicely furnished.,positive,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17183,The private storage bins that slide under the beds were just genius.,positive,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17184,"The problem is that while the actual shower bottom is anti-skid, the edge (where you are tempted to put your foot when getting out) is not.",negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17186,The problem was the toilet the shower and the water were separate from a shower curtain.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17190,The property is a room/bathroom with a communal kitchen space - this was not clear from the booking description.,negative,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
17191,The property is central so it could get loud at night and early in the morning.,neutral,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17193,The property is ideally placed and also close to the beach.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17194,The property is in a good location in the city centre.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17196,The property is located in a central position that allows you to walk around the center of Naples.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17197,"The property is located in a great position, just a few minutes walk from the center of Naples.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17200,"The property is located on a sidewalk where cars are not allowed to drive, except for the police cars located directly opposite.",neutral,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17201,The property is located very close to the central station which involves a nice walk to go downtown.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17202,The property is not suitable for those with walking problems.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17203,"The property is quite dislocated from the center, about 30/40 minutes walk from Sagrada Familia, a pleasant walk but if you want you can take the metro, there is a stop not too far from the hotel.",negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17204,The property is smaller and there are no additional facilities.,negative,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17205,The property is very comfortable and well furnished.,positive,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17206,"The property is very nice, the location is excellent.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17208,The property itself is in a run down old building which is covered in black mould and looks like it’s about to fall down.,negative,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17209,The property itself was comfortable and amazing.,positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17211,The property was center to everything.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17213,"The property was clean, all staff were friendly and we were able to access everything the pictures match the actual room you’ll be staying in.",positive,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17215,"The property was clean, modern and the staff were consistently well mannered and helpful.",positive,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17216,"The property was great, staff were very friendly and willing to help.",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17217,The property was in a great location.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17221,The property was very clean and welcoming.,positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17222,The property was wonderful.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17223,The property/ staff were fabulous.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17224,The proximity of the center.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17225,The proximity of the train station and the metro.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17226,The proximity of the train station - Smart TV with modern apps.,positive,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17227,The proximity of the train station location.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17229,"The proximity to the center, easily reachable on foot.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17232,The quality - poor - of the accommodation and the price paid (did not include breakfast) remains absolutely inadequate.,negative,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
17233,The quality and variety of breakfast needs to be improved and complemented.,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17234,"The quality of detail was really high, the room was well furnished and modern, as was the bathroom, the towels were well presented.",positive,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17235,The quality of everything is good in that hotel.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17236,The quality of room does not match 4 stars.,negative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17237,"The quality of the bedding (too hard for us), and the lack of fresh fruit juice in the morning.",negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17238,The quality of the room was nice but needs a bit of an update.,positive,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17239,The quiet (!) ventilation is permanently on in the bathroom.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17240,The quiet location of the hotel!,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17243,The Rambla is a short distance away.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17244,The ramp is too steep.,negative,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17245,"The recepcionist girl was amazing, very kind and helpful.",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17246,"The reception (kind, patient, accommodating).",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17247,"The reception 3 km away is an ordeal considering that on the morning of the check-out we had to return to collect the 200 euros deposit (in my opinion very expensive, but at the reception they answer us by saying that, paying a little, people feel they are entitled to break, moreover, only on our arrival we knew that we had to pay, but in reality, in the general conditions of the structure there is a notice (which I do not read).",negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17248,The reception and the breakfast room are on the 3rd floor and the rooms are spread over the different floors and landing of the building.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17249,The reception at phone calls from the room is not answering.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17250,The reception at the check out was unfriendly.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17251,The reception closes at 10pm and is unmanned until the next morning.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17252,The reception desk persons are professional and they are kind.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17254,"The reception is 24 hours and the common area was very good, after the chekout we were working there for a while.",positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17256,"The reception is far from the hotel, the staff is rude (they even hung up on us !), the neighborhood is not well frequented.",negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17257,"The reception is in a room which served as a breakfast room in the morning and as a bar in the evening, very pleasant and comfortable.",positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17258,The reception is lacking - Phone did not work -Cupboards were broken -the hair dryer did not work -The hotel doesn't look like the photos -The pool is a paddling pool and not in accordance with the photo with a size of a pediluve.,negative,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
17260,"The reception is more than 1 kilometer from the room, equipment a little patched and photo a little misleading.",negative,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17261,"The reception is not in the same location as the rooms, which makes check in and check out uncomfortable.",negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17263,The reception is only open in the morning.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17267,"The reception is very far from the accommodations, they did not allow us to check-in in the morning, forcing us to store our luggage there paying 4€ each for the deposit, the wait for the check-in was long.",negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17268,The reception is very friendly!,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17269,The reception is very nice and classy and the staff are very friendly.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17271,The reception itself and the rooms are on separate floors.,neutral,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17272,"The reception kind, patient, accommodating.",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17273,The reception lady was horrible and very rude.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17274,The reception lady was kind and supportive and understanding.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17275,"The reception of a hostel: which was is in fact the best part of my stay since is young, relaxed and well decorated with books.",positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17277,"The reception staff is friendly and welcoming, professional and able to meet the needs of the customer.",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17278,The reception staff is not present 24/7 as described even if present and available.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17279,"The reception staff is the same as the multi-purpose center, so if you need anything you get in line with people asking about swimming courses, etc.",positive,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17280,The reception staff lady was so helpful and pleasant.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17281,The reception staff not adequate to the structure unfortunately we had many problems immediately from our arrival until our departure.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17282,The reception staff was amazing.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17283,The reception staff was nice.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17285,The reception staff were not always helpful and friendly.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17286,The reception staff were not helpful at all and the pool area could use an update.,negative,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17287,The reception staff were really friendly and helpful.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17288,The reception staff were rude.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17289,The reception staff were super helpful.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17290,The reception staff were very friendly and spoke good English.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17291,The reception staff were very welcoming.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17292,The reception team was very slow (both by checking and checkout).,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17293,The reception to enter very very good all the information precise and clear.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17296,The reception was managed through messages and directions.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17298,The reception was really nice.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17299,The reception was unhelpful and unwilling to lift a finger to point us into the right direction.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17300,The reception was well staffed.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17301,"The reception, the person at the reception and the clean.",positive,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17302,"The receptionist (in the morning) was very friendly and accommodating, rich breakfast with cakes and nut butter.",positive,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17303,The receptionist at the check in was confused and gave us the wrong directions to reach the b&b.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17304,"The receptionist doesn't speak, she barks.",negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17305,"The receptionist from Colombia is really nice and willing to help, she made everything easier for us.",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17306,The receptionist gave us all the information we needed also about getting around the city and was very kind.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17307,The receptionist gave us lots of information about the hotel and lots of suggestion about attractions and restaurants in the city center.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17308,The receptionist left my luggage beside the counter in full view.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17309,The receptionist was bad.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17310,The receptionist was extremely accommodating and gave great recommendations on where to go.,positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17312,The receptionist was not very friendly.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17314,"The receptionist was really nice and friendly, assigning me and my partner a room in one of the higher floors.",positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
